RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO
RA-727,2022,0.0,H,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.736,10.0,8.4,7.7,9.0,8.1,,6.75,9.3,7.4,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-728,2022,0.0,H,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.244,10.0,9.1,7.3,9.5,8.1,,8.167,9.3,8.9,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-729,2022,0.0,H,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.155,10.0,8.1,8.7,10.0,8.1,,7.25,8.5,7.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-730,2022,0.0,I,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.902,5.0,8.3,8.2,10.0,8.8,,8.25,8.7,8.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-731,2022,0.0,I,10.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.151,5.0,7.3,8.5,9.0,6.9,,7.083,7.3,7.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-732,2022,0.0,I,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.347,5.0,7.2,7.9,9.0,8.8,,7.5,7.5,6.8,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-733,2022,0.0,J,9.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.684,5.0,5.1,8.5,9.5,5.6,,6.917,6.0,4.2,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-734,2022,0.0,J,10.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.952,5.0,7.3,7.2,9.5,5.6,,7.417,8.0,6.5,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-735,2022,0.0,J,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.485,5.0,7.3,9.0,9.0,5.6,,8.583,7.8,6.7,,2.0,-2,Moderada,1,1.0,2.0,False,0
RA-736,2022,0.0,J,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.707,5.0,5.4,8.5,9.0,5.6,,7.0,4.7,6.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-737,2022,0.0,J,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,8.058,5.0,9.0,9.2,9.5,5.6,,9.167,8.5,9.5,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-738,2022,0.0,J,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.227,10.0,5.7,8.1,8.5,5.6,,7.5,7.7,3.7,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-739,2022,0.0,J,8.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.82,10.0,5.9,7.3,6.4,5.6,,7.083,6.0,5.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-740,2022,0.0,J,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.218,5.0,7.2,9.0,8.5,5.6,,7.5,7.3,7.0,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-741,2022,0.0,J,10.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.896,5.0,6.3,8.4,9.5,5.6,,7.417,7.3,5.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-742,2022,0.0,J,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.097,5.0,7.3,8.7,8.5,5.0,,7.5,8.3,6.2,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-743,2022,0.0,J,9.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.672,5.0,4.8,7.9,10.0,5.6,,7.5,4.8,4.8,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-744,2022,0.0,J,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.742,10.0,6.2,9.7,9.5,5.6,,7.5,6.0,6.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-745,2022,0.0,J,9.0,Masculino,2021,1,Rede Decisão,Privada/Bolsa,Ametista,7.382,5.0,8.1,8.5,9.0,5.6,,7.75,8.5,7.7,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-746,2022,0.0,J,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.656,10.0,7.2,9.1,8.0,5.6,,7.417,7.7,6.7,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-747,2022,0.0,K,11.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.676,5.0,8.8,7.6,10.0,7.5,,7.917,8.2,9.4,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-748,2022,0.0,K,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.084,5.0,9.1,9.0,10.0,7.5,,8.25,9.6,8.6,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-749,2022,0.0,K,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.484,5.0,8.8,7.7,9.5,7.5,,7.25,9.5,8.1,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-750,2022,0.0,K,10.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.344,5.0,6.8,8.9,9.5,4.4,,5.167,7.1,6.4,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-751,2022,0.0,K,11.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,5.246,5.0,3.8,5.8,8.5,7.5,,6.167,2.7,4.9,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-752,2022,0.0,K,11.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.197,5.0,9.5,9.0,10.0,7.5,,8.417,9.6,9.4,,2.0,-2,Moderada,1,1.0,2.0,False,0
RA-753,2022,0.0,K,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.481,10.0,9.1,8.6,9.5,7.5,,8.417,9.4,8.8,,0.0,0,Em fase,0,1.0,2.0,False,0
RA-754,2022,0.0,K,9.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.602,5.0,7.9,5.8,10.0,4.4,,6.917,7.8,8.1,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-755,2022,0.0,K,8.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.566,10.0,9.5,9.2,9.5,6.9,,8.083,9.8,9.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-756,2022,0.0,K,9.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.976,5.0,5.7,7.9,10.0,7.5,,7.25,5.6,5.8,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-757,2022,0.0,K,9.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.26,5.0,9.7,9.3,9.5,7.5,,8.5,9.9,9.6,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-758,2022,0.0,L,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.911,5.0,8.1,9.1,9.0,7.5,,8.333,8.0,8.2,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-759,2022,0.0,L,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.563,5.0,7.5,8.6,9.0,7.5,,7.833,8.3,6.7,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-760,2022,0.0,L,11.0,Masculino,2021,1,Escola Pública,Pública,Topázio,8.172,5.0,8.8,9.2,9.0,7.5,,8.917,9.3,8.2,,2.0,-2,Moderada,1,1.0,2.0,False,0
RA-761,2022,0.0,L,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.06,5.0,8.2,9.4,10.0,7.5,,8.25,8.8,7.5,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-762,2022,0.0,L,12.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.28,2.5,6.7,9.7,10.0,7.5,,7.083,7.3,6.0,,3.0,-3,Severa,1,0.0,2.0,False,0
RA-763,2022,0.0,L,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.402,5.0,6.5,9.7,9.5,7.5,,7.167,6.3,6.7,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-764,2022,0.0,L,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,8.004,10.0,7.5,8.8,9.0,7.5,,7.667,7.2,7.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-765,2022,0.0,L,9.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.902,5.0,4.3,9.3,8.5,7.5,,7.417,5.0,3.7,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-766,2022,0.0,L,11.0,Feminino,2020,2,Escola Pública,Pública,Topázio,8.185,5.0,8.7,9.5,10.0,7.5,,8.333,8.5,8.8,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-767,2022,0.0,L,10.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.511,5.0,7.0,9.0,9.5,7.5,,7.583,7.3,6.7,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-768,2022,0.0,L,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.646,5.0,7.1,10.0,9.0,7.5,,7.583,7.0,7.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-769,2022,0.0,M,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.598,5.0,7.9,7.5,10.0,7.5,,8.5,9.6,6.2,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-770,2022,0.0,M,7.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.143,10.0,8.3,8.9,9.5,7.5,,7.333,8.5,8.1,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-771,2022,0.0,M,7.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.873,10.0,7.0,8.3,10.0,7.5,,7.5,7.2,6.9,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-772,2022,0.0,M,11.0,Masculino,2021,1,Escola Pública,Pública,Ágata,6.994,5.0,9.2,5.4,9.0,7.5,,7.25,9.3,9.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-773,2022,0.0,M,9.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.922,5.0,8.1,6.8,10.0,5.0,,7.083,9.3,6.8,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-774,2022,0.0,M,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.587,10.0,6.1,7.8,10.0,7.5,,7.417,7.8,4.4,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-775,2022,0.0,N,10.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,5.79,5.0,5.7,5.7,7.9,4.4,,6.417,5.5,5.8,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-776,2022,0.0,N,9.0,Feminino,2022,0,Escola Pública,Pública,Quartzo,3.898,5.0,1.7,4.3,,4.4,,6.333,0.0,3.3,,1.0,-1,Moderada,1,0.0,2.0,False,1
RA-777,2022,0.0,N,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.096,10.0,5.3,7.7,8.0,7.5,,7.0,6.5,4.0,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-778,2022,0.0,N,9.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.432,5.0,7.1,6.7,10.0,7.5,,8.833,6.0,8.2,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-779,2022,0.0,N,10.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,5.702,5.0,2.6,5.0,9.5,7.5,,7.083,2.2,3.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-780,2022,0.0,N,9.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.955,5.0,6.9,7.6,8.0,7.5,,7.167,6.3,7.5,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-781,2022,0.0,N,9.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.786,5.0,8.3,8.9,10.0,7.5,,7.75,8.0,8.5,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-782,2022,0.0,N,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.485,10.0,6.0,8.4,9.5,7.5,,7.0,5.7,6.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-783,2022,0.0,N,8.0,Masculino,2021,1,Escola Pública,Pública,Ágata,6.996,10.0,6.0,5.8,9.5,7.5,,6.917,4.7,7.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-784,2022,0.0,O,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.34,5.0,8.2,10.0,9.5,7.5,,9.25,7.8,8.5,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-785,2022,0.0,O,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.642,5.0,8.4,8.6,9.0,7.5,,7.667,8.8,8.0,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-786,2022,0.0,O,11.0,Masculino,2019,3,Escola Pública,Pública,Ágata,7.004,5.0,6.1,9.5,9.0,5.6,,7.167,6.3,5.8,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-787,2022,0.0,O,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.205,10.0,3.4,9.5,8.5,7.5,,7.25,4.2,2.7,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-788,2022,0.0,O,8.0,Masculino,2021,1,Rede Decisão,Privada/Bolsa,Topázio,8.264,10.0,8.0,9.3,10.0,5.6,,8.667,7.8,8.2,,0.0,0,Em fase,0,1.0,2.0,False,0
RA-789,2022,0.0,O,7.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.405,10.0,4.2,9.4,9.0,7.5,,7.417,3.7,4.7,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-790,2022,0.0,O,11.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.504,5.0,7.8,8.9,9.0,7.5,,7.417,8.5,7.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-791,2022,0.0,O,11.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.507,5.0,6.5,8.7,9.5,7.5,,8.5,6.3,6.7,,2.0,-2,Moderada,1,1.0,2.0,False,0
RA-792,2022,0.0,O,9.0,Feminino,2022,0,Escola Pública,Pública,Ágata,7.025,5.0,6.2,8.0,9.5,7.5,,7.167,6.5,5.8,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-793,2022,0.0,O,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.894,5.0,6.0,7.6,9.5,7.5,,7.333,6.0,6.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-794,2022,0.0,O,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.335,10.0,4.1,8.9,9.5,7.5,,7.333,3.7,4.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-795,2022,0.0,O,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.064,10.0,7.3,9.7,9.0,7.5,,7.333,8.0,6.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-796,2022,0.0,Q,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.232,5.0,5.4,9.3,9.5,7.5,,7.667,5.8,5.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-797,2022,0.0,Q,10.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.217,5.0,7.3,8.5,9.0,7.5,,7.5,8.2,6.5,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-798,2022,0.0,Q,10.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.049,5.0,6.3,8.3,8.0,7.5,,7.667,7.0,5.7,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-799,2022,0.0,Q,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.676,5.0,7.8,9.6,8.0,7.5,,7.917,8.5,7.2,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-800,2022,0.0,Q,8.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.818,10.0,6.1,5.4,8.0,7.5,,7.5,6.3,5.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-801,2022,0.0,Q,9.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.644,5.0,6.8,6.6,7.0,7.5,,7.5,7.2,6.3,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-802,2022,0.0,Q,9.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.831,5.0,8.3,9.0,9.0,7.5,,8.333,9.0,7.5,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-803,2022,0.0,Q,10.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.98,5.0,6.3,7.2,10.0,7.5,,7.417,6.5,6.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-804,2022,0.0,Q,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.848,5.0,4.8,8.4,10.0,6.3,,7.667,5.5,4.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-805,2022,0.0,R,8.0,Masculino,2021,1,Escola Pública,Pública,Topázio,8.279,10.0,8.8,9.0,9.5,7.5,,7.333,8.7,8.9,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-806,2022,0.0,R,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.561,10.0,6.6,7.3,9.5,7.5,,7.917,5.0,8.2,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-807,2022,0.0,R,8.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.121,10.0,9.0,8.7,9.5,6.3,,7.5,9.5,8.6,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-808,2022,0.0,R,8.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.361,10.0,9.3,9.1,10.0,6.3,,8.0,9.7,8.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-809,2022,0.0,R,7.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.259,10.0,6.3,6.6,10.0,6.3,,7.417,5.5,7.1,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-810,2022,0.0,R,8.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.887,10.0,9.6,9.1,8.5,5.0,,7.25,9.7,9.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-811,2022,0.0,R,9.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.575,5.0,7.3,5.7,8.9,5.6,,7.667,8.9,5.7,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-812,2022,0.0,R,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.497,10.0,7.4,8.1,9.0,5.6,,7.333,8.3,6.6,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-813,2022,0.0,S,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.093,10.0,6.0,6.5,9.5,6.9,,7.417,6.7,5.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-814,2022,0.0,S,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.592,5.0,7.5,9.0,8.9,6.9,,8.417,7.8,7.2,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-815,2022,0.0,S,9.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.81,5.0,6.5,7.9,10.0,5.6,,7.0,7.7,5.3,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-816,2022,0.0,S,9.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.513,5.0,9.6,9.3,10.0,7.5,,9.417,9.5,9.7,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-817,2022,0.0,S,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.819,10.0,7.1,8.7,10.0,6.3,,7.417,7.7,6.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-818,2022,0.0,S,7.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.483,10.0,6.2,7.3,9.5,7.5,,7.5,6.5,5.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-819,2022,0.0,S,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.741,10.0,7.3,7.9,10.0,7.5,,7.333,8.0,6.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-820,2022,0.0,T,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.417,5.0,6.0,10.0,9.5,6.9,,7.583,7.7,4.3,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-821,2022,0.0,T,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.342,5.0,4.6,7.0,9.0,7.5,,6.917,5.2,4.0,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-822,2022,0.0,T,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.922,5.0,6.1,8.4,8.0,7.5,,7.083,6.5,5.7,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-823,2022,0.0,T,10.0,Feminino,2021,1,Escola Pública,Pública,Quartzo,5.989,5.0,2.8,6.0,10.0,7.5,,7.167,4.0,1.7,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-824,2022,0.0,T,8.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.799,10.0,6.0,4.4,10.0,6.9,,7.333,7.0,5.0,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-825,2022,0.0,T,9.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.25,5.0,7.6,8.2,7.5,6.9,,7.917,8.3,6.8,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-826,2022,0.0,U,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.776,10.0,5.4,9.6,9.5,7.5,,7.5,4.3,6.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-827,2022,0.0,U,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.412,5.0,7.6,7.0,9.5,7.5,,8.667,7.7,7.5,,2.0,-2,Moderada,1,1.0,2.0,False,0
RA-828,2022,0.0,U,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.139,5.0,6.9,7.1,9.5,7.5,,7.833,7.3,6.5,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-829,2022,0.0,U,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,8.003,10.0,7.8,8.6,9.0,7.5,,7.5,8.2,7.5,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-830,2022,0.0,U,9.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.234,5.0,6.0,8.6,10.0,7.5,,7.5,5.8,6.2,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-831,2022,0.0,U,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.41,5.0,7.2,9.2,9.5,7.5,,7.167,7.3,7.0,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-832,2022,0.0,U,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.179,5.0,8.8,9.2,10.0,7.5,,8.833,8.8,8.8,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-833,2022,0.0,U,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.791,5.0,7.8,9.5,10.0,7.5,,7.583,8.2,7.5,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-834,2022,0.0,U,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.136,5.0,9.0,9.0,9.0,7.5,,9.083,9.2,8.8,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-835,2022,0.0,V,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.263,10.0,7.5,7.3,6.9,7.5,,6.667,7.6,7.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-836,2022,0.0,V,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.665,5.0,9.2,8.3,8.5,7.5,,7.583,9.0,9.3,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-837,2022,0.0,V,8.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.207,10.0,8.8,9.0,8.5,7.5,,7.5,9.2,8.3,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-838,2022,0.0,V,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.461,5.0,6.3,7.4,10.0,7.5,,9.417,6.6,5.9,,1.0,-1,Moderada,1,1.0,2.0,False,0
RA-839,2022,0.0,V,9.0,Feminino,2022,0,Escola Pública,Pública,Quartzo,5.198,5.0,5.4,5.1,,7.5,,6.583,5.8,5.0,,1.0,-1,Moderada,1,0.0,2.0,False,1
RA-840,2022,0.0,V,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.875,10.0,7.8,8.2,9.0,7.5,,7.5,9.6,5.9,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-841,2022,0.0,V,11.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.3,5.0,7.2,8.5,8.5,7.5,,7.5,8.6,5.8,,2.0,-2,Moderada,1,0.0,2.0,False,0
RA-842,2022,0.0,Y,8.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.952,10.0,9.1,8.3,7.5,7.5,,8.25,9.1,9.1,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-843,2022,0.0,Y,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.538,10.0,9.2,9.0,8.5,7.5,,8.417,9.8,8.5,,0.0,0,Em fase,0,1.0,2.0,False,0
RA-844,2022,0.0,Y,8.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.253,10.0,5.9,5.0,,8.1,,8.333,6.0,5.8,,0.0,0,Em fase,0,0.0,2.0,False,1
RA-845,2022,0.0,Y,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.491,10.0,8.7,8.8,10.0,7.5,,8.417,9.1,8.3,,0.0,0,Em fase,0,1.0,2.0,False,0
RA-846,2022,0.0,Y,7.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.412,10.0,5.9,7.2,9.0,7.5,,7.917,7.7,4.0,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-847,2022,0.0,Y,9.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.839,5.0,7.7,8.2,7.9,4.4,,7.417,7.8,7.6,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-848,2022,0.0,Y,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.488,5.0,9.0,7.0,9.5,7.5,,7.833,9.8,8.1,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-849,2022,0.0,Y,9.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.369,5.0,9.1,8.3,8.5,7.5,,7.417,9.8,8.3,,1.0,-1,Moderada,1,0.0,2.0,False,0
RA-850,2022,0.0,Y,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.641,10.0,8.5,7.3,10.0,7.5,,7.167,8.1,8.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-851,2022,0.0,Y,8.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.515,10.0,8.3,7.9,9.0,7.5,,6.583,7.9,8.7,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-852,2022,0.0,Z,7.0,Feminino,2022,0,Escola Pública,Pública,Quartzo,5.666,10.0,2.1,6.8,9.0,5.0,,5.5,2.5,1.8,,0.0,0,Em fase,0,0.0,2.0,False,0
RA-853,2022,0.0,Z,8.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.616,10.0,8.5,9.6,10.0,7.5,,8.5,8.8,8.2,,0.0,0,Em fase,0,1.0,2.0,False,0
