RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO
RA-1197,2023,5.0,5B,16.0,Feminino,2023,0,Pública,Pública,Ágata,6.946058333,5.0,7.3,8.4,6.7,5.0,7.03125,7.215,5.3,7.2,9.3,6.0,-1,Moderada,1,,4.0,False,0
RA-108,2023,5.0,5B,17.0,Feminino,2019,4,Concluiu o 3º EM,Outros/Concluiu EM,Quartzo,4.9308,5.0,2.9,7.3,5.8,2.52,4.375,5.59,2.7,3.2,2.8,7.0,-2,Moderada,1,,4.0,False,0
RA-1198,2023,5.0,5B,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.515233333,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,7.3,3.7,9.0,6.0,-1,Moderada,1,,4.0,False,0
RA-127,2023,5.0,5B,15.0,Feminino,2022,1,Pública,Pública,Ametista,7.91935,10.0,6.4,7.8,8.8,6.26,8.4375,8.6725,4.7,6.3,8.2,5.0,0,Em fase,0,,4.0,False,0
RA-114,2023,5.0,5B,17.0,Masculino,2022,1,Pública,Pública,Quartzo,5.335,5.0,5.6,6.0,,3.14,7.5,7.255,4.0,4.5,8.3,7.0,-2,Moderada,1,,4.0,False,1
RA-146,2023,5.0,5C,16.0,Feminino,2022,1,Pública,Pública,Ametista,7.584483333,5.0,7.9,9.5,6.2,5.0,8.4375,8.2125,7.8,5.8,10.0,6.0,-1,Moderada,1,,4.0,False,0
RA-1199,2023,5.0,5C,17.0,Masculino,2023,0,Pública,Pública,Ametista,7.024933333,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,6.8,5.0,6.7,7.0,-2,Moderada,1,,4.0,False,0
RA-70,2023,5.0,5C,17.0,Feminino,2017,6,Pública,Pública,Ágata,6.869133333,5.0,4.3,9.2,9.2,5.0,7.5,7.545,3.0,3.5,6.3,7.0,-2,Moderada,1,,4.0,False,0
RA-107,2023,5.0,5C,15.0,Feminino,2018,5,Pública,Pública,Ágata,6.845208333,10.0,7.0,8.5,,5.0,7.34375,7.5875,6.0,5.2,9.7,5.0,0,Em fase,0,,4.0,False,1
RA-1200,2023,5.0,5C,15.0,Feminino,2023,0,Pública,Pública,Quartzo,5.711166667,10.0,4.0,6.4,,5.0,7.5,6.8725,4.3,2.3,5.5,5.0,0,Em fase,0,,4.0,False,1
RA-151,2023,5.0,5C,17.0,Feminino,2020,3,Pública,Pública,Ágata,6.892541667,5.0,7.9,7.8,,7.52,8.59375,8.1725,6.8,7.0,10.0,7.0,-2,Moderada,1,,4.0,False,1
RA-85,2023,5.0,5C,16.0,Masculino,2022,1,Pública,Pública,Ametista,7.08435,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,5.8,3.8,7.5,6.0,-1,Moderada,1,,4.0,False,0
RA-1201,2023,5.0,5C,15.0,Masculino,2023,0,Pública,Pública,Topázio,8.378008333,10.0,7.8,9.6,9.2,3.77,8.59375,8.7575,8.3,6.5,8.5,5.0,0,Em fase,0,,4.0,False,0
RA-131,2023,5.0,5F,16.0,Feminino,2016,7,Pública,Pública,Quartzo,5.952358333,5.0,2.2,7.8,8.3,5.0,7.65625,6.8,0.0,3.0,3.5,6.0,-1,Moderada,1,,4.0,False,0
RA-132,2023,5.0,5F,15.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.350625,10.0,6.5,8.7,7.5,2.52,7.65625,7.715,6.3,6.5,6.7,5.0,0,Em fase,0,,4.0,False,0
RA-133,2023,5.0,5F,16.0,Feminino,2016,7,Pública,Pública,Ágata,6.168416667,5.0,5.3,7.9,7.5,2.52,7.1875,6.505,5.0,4.3,6.7,6.0,-1,Moderada,1,,4.0,False,0
RA-104,2023,5.0,5F,19.0,Masculino,2022,1,Pública,Pública,Quartzo,4.25,2.5,2.6,7.7,,2.52,5.625,5.6275,3.7,1.8,2.3,8.0,-3,Severa,1,,4.0,False,1
RA-137,2023,5.0,5F,17.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Quartzo,5.937025,5.0,6.0,6.3,7.1,2.52,6.40625,6.88,7.3,4.5,6.2,7.0,-2,Moderada,1,,4.0,False,0
RA-144,2023,5.0,5F,14.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Quartzo,4.990333333,10.0,4.4,5.2,,2.52,6.25,6.0,3.3,2.5,7.3,4.0,1,Em fase,0,,4.0,False,1
RA-1202,2023,5.0,5F,16.0,Feminino,2023,0,Pública,Pública,Ágata,6.202008333,5.0,3.3,7.6,7.1,7.52,7.34375,6.67,4.5,3.3,2.0,6.0,-1,Moderada,1,,4.0,False,0
RA-90,2023,5.0,5L,14.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.699408333,10.0,7.7,9.6,10.0,7.52,8.59375,8.1725,6.7,6.8,9.5,4.0,1,Em fase,0,,4.0,False,0
RA-167,2023,5.0,5L,17.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.806141667,5.0,7.9,9.9,8.8,5.0,7.96875,7.8375,8.3,7.2,8.3,7.0,-2,Moderada,1,,4.0,False,0
RA-168,2023,5.0,5L,15.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.483083333,10.0,4.7,9.6,,6.89,6.5625,6.4225,4.3,3.0,6.7,5.0,0,Em fase,0,,4.0,False,1
RA-1203,2023,5.0,5L,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.487841667,5.0,7.2,10.0,9.2,2.52,7.96875,7.8775,6.7,5.8,9.2,6.0,-1,Moderada,1,,4.0,False,0
RA-155,2023,5.0,5L,17.0,Masculino,2022,1,Pública,Pública,Ágata,6.318991667,5.0,4.4,8.1,7.9,5.0,7.03125,6.5875,5.3,2.8,5.2,7.0,-2,Moderada,1,,4.0,False,0
RA-94,2023,5.0,5L,16.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.289333333,5.0,7.2,9.6,7.5,2.52,8.75,7.795,7.7,4.8,9.0,6.0,-1,Moderada,1,,4.0,False,0
RA-81,2023,5.0,5L,15.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.45425,10.0,6.3,8.8,9.6,2.52,7.8125,7.2125,8.7,4.7,5.5,5.0,0,Em fase,0,,4.0,False,0
RA-302,2023,5.0,5L,17.0,Masculino,2022,1,Pública,Pública,Quartzo,5.314333333,5.0,4.3,7.3,,5.0,7.5,6.255,4.7,2.3,5.8,7.0,-2,Moderada,1,,4.0,False,1
RA-171,2023,5.0,5L,17.0,Masculino,2022,1,Pública,Pública,Ágata,6.293083333,5.0,5.2,7.2,7.5,5.0,7.1875,6.755,4.5,4.8,6.2,7.0,-2,Moderada,1,,4.0,False,0
RA-160,2023,5.0,5L,16.0,Feminino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.598266667,5.0,5.0,8.3,8.8,2.52,8.125,7.46,3.3,3.8,8.0,6.0,-1,Moderada,1,,4.0,False,0
RA-1204,2023,5.0,5L,16.0,Masculino,2023,0,Pública,Pública,Ágata,6.940416667,5.0,6.1,8.7,7.5,5.0,7.8125,7.2125,5.0,3.7,9.7,6.0,-1,Moderada,1,,4.0,False,0
RA-1205,2023,5.0,5L,18.0,Feminino,2023,0,Pública,Pública,Ágata,6.806466667,2.5,5.0,9.2,9.2,6.26,7.5,7.085,5.2,3.7,6.2,8.0,-3,Severa,1,,4.0,False,0
RA-173,2023,5.0,5L,17.0,Masculino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.757466667,5.0,8.1,8.5,9.2,6.26,8.125,7.8775,9.0,6.2,9.2,7.0,-2,Moderada,1,,4.0,False,0
RA-166,2023,5.0,5L,15.0,Masculino,2020,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.105583333,10.0,8.1,8.9,7.5,6.26,8.4375,7.4625,7.0,7.2,10.0,5.0,0,Em fase,0,,4.0,False,0
RA-175,2023,5.0,5L,16.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.569516667,5.0,4.8,9.2,8.8,2.52,7.1875,7.085,5.0,5.0,4.5,6.0,-1,Moderada,1,,4.0,False,0
RA-153,2023,5.0,5M,15.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.289966667,10.0,6.4,7.4,9.2,2.52,8.125,7.71,6.0,5.3,8.0,5.0,0,Em fase,0,,4.0,False,0
RA-1206,2023,5.0,5M,17.0,Feminino,2023,0,Pública,Pública,Ágata,6.724183333,5.0,5.6,8.3,8.8,2.52,7.8125,7.7125,4.7,3.7,8.3,7.0,-2,Moderada,1,,4.0,False,0
RA-157,2023,5.0,5M,13.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.879008333,10.0,6.8,9.9,7.1,2.52,8.59375,8.63,6.0,6.8,7.5,3.0,2,Em fase,0,,4.0,False,0
RA-1207,2023,5.0,5M,15.0,Feminino,2023,0,Pública,Pública,Ametista,7.58235,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,5.0,4.0,7.5,5.0,0,Em fase,0,,4.0,False,0
RA-1208,2023,5.0,5M,15.0,Masculino,2023,0,Pública,Pública,Ametista,7.0651,10.0,6.2,8.8,8.8,2.52,6.875,6.2525,5.0,4.8,8.8,5.0,0,Em fase,0,,4.0,False,0
RA-1209,2023,5.0,5M,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.43375,5.0,7.4,9.4,7.5,5.0,7.8125,7.7125,7.7,5.7,8.8,6.0,-1,Moderada,1,,4.0,False,0
RA-158,2023,5.0,5M,14.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.297425,10.0,6.0,9.0,7.1,2.52,8.28125,7.545,6.0,5.7,6.3,4.0,1,Em fase,0,,4.0,False,0
RA-161,2023,5.0,5M,14.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.250166667,10.0,5.8,7.3,,2.52,8.125,7.795,7.0,4.5,6.0,4.0,1,Em fase,0,,4.0,False,1
RA-164,2023,5.0,5M,16.0,Masculino,2018,5,Privada,Privada/Bolsa,Quartzo,5.638666667,5.0,5.8,8.2,,2.52,6.875,6.9625,6.0,4.2,7.3,6.0,-1,Moderada,1,,4.0,False,1
RA-1210,2023,5.0,5M,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.171083333,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,5.0,2.0,7.0,6.0,-1,Moderada,1,,4.0,False,0
RA-165,2023,5.0,5M,15.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.583433333,10.0,7.3,9.2,6.7,2.52,8.125,7.795,7.3,6.2,8.3,5.0,0,Em fase,0,,4.0,False,0
RA-1211,2023,5.0,5M,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.09205,5.0,6.2,9.1,7.1,5.0,7.8125,7.7125,6.3,4.5,7.8,6.0,-1,Moderada,1,,4.0,False,0
RA-1212,2023,5.0,5M,16.0,Feminino,2023,0,Pública,Pública,Ágata,6.755358333,5.0,4.2,8.9,8.3,5.0,7.65625,7.715,0.0,3.5,9.0,6.0,-1,Moderada,1,,4.0,False,0
RA-1213,2023,5.0,5M,17.0,Feminino,2023,0,Pública,Pública,Quartzo,5.95625,5.0,6.0,8.4,,2.52,7.8125,7.715,6.7,4.8,6.5,7.0,-2,Moderada,1,,4.0,False,1
RA-40,2023,6.0,6A,17.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.169975,5.0,5.9,8.2,7.5,7.52,7.96875,7.755,6.2,5.7,5.8,7.0,-1,Moderada,1,,4.0,False,0
RA-1214,2023,6.0,6A,16.0,Masculino,2023,0,Pública,Pública,Topázio,8.378666667,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,8.0,5.0,9.3,6.0,0,Em fase,0,,4.0,False,0
RA-71,2023,6.0,6A,18.0,Feminino,2019,4,Pública,Pública,Ametista,7.3651,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,7.3,5.5,7.0,8.0,-2,Moderada,1,,4.0,False,0
RA-53,2023,6.0,6A,18.0,Masculino,2022,1,Concluiu o 3º EM,Outros/Concluiu EM,Ametista,7.600633333,5.0,7.7,9.1,9.2,5.63,7.5,7.5875,7.3,6.5,9.2,8.0,-2,Moderada,1,,4.0,False,0
RA-43,2023,6.0,6A,17.0,Feminino,2019,4,Pública,Pública,Ágata,6.4622,5.0,5.0,6.7,7.9,5.63,7.5,7.5875,4.0,5.0,6.0,7.0,-1,Moderada,1,,4.0,False,0
RA-55,2023,6.0,6A,17.0,Feminino,2017,6,Pública,Pública,Ágata,6.898033333,5.0,7.1,8.1,7.9,3.14,7.5,7.545,8.7,6.5,6.0,7.0,-1,Moderada,1,,4.0,False,0
RA-44,2023,6.0,6A,18.0,Feminino,2021,2,Pública,Pública,Ágata,6.258333333,5.0,6.9,8.5,,5.01,7.5,7.17,7.3,5.8,7.5,8.0,-2,Moderada,1,,4.0,False,1
RA-1215,2023,6.0,6A,16.0,Feminino,2023,0,Pública,Pública,Ágata,6.339466667,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,5.0,2.7,4.7,6.0,0,Em fase,0,,4.0,False,0
RA-45,2023,6.0,6A,16.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.303591667,10.0,7.9,9.6,7.1,6.26,8.28125,8.1725,7.8,6.3,9.7,6.0,0,Em fase,0,,4.0,False,0
RA-56,2023,6.0,6A,16.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.284333333,10.0,7.8,9.5,9.6,5.0,8.125,7.8,7.8,5.5,10.0,6.0,0,Em fase,0,,4.0,False,0
RA-57,2023,6.0,6A,17.0,Masculino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.450875,5.0,7.2,8.0,,5.63,7.96875,7.755,7.8,6.8,7.0,7.0,-1,Moderada,1,,4.0,False,1
RA-58,2023,6.0,6A,16.0,Masculino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.70625,10.0,8.1,9.7,,6.26,8.4375,8.3825,7.8,6.5,10.0,6.0,0,Em fase,0,,4.0,False,1
RA-59,2023,6.0,6A,18.0,Masculino,2022,1,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.692291667,5.0,7.2,9.6,7.5,5.63,8.28125,8.4225,7.7,6.8,7.2,8.0,-2,Moderada,1,,4.0,False,0
RA-1216,2023,6.0,6A,19.0,Feminino,2023,0,Concluiu o 3º EM,Outros/Concluiu EM,Ametista,7.7105,5.0,7.9,9.0,9.6,5.63,7.5,7.795,8.7,5.3,9.7,8.0,-2,Moderada,1,,4.0,False,0
RA-78,2023,6.0,6A,18.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.434625,5.0,6.7,7.7,,6.26,8.28125,8.0025,8.5,4.8,6.8,8.0,-2,Moderada,1,,4.0,False,1
RA-79,2023,6.0,6A,17.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.635883333,5.0,7.6,6.2,5.8,5.0,7.8125,7.59,6.0,7.7,9.0,7.0,-1,Moderada,1,,4.0,False,0
RA-61,2023,6.0,6A,16.0,Masculino,2021,2,Pública,Pública,Ametista,7.382108333,10.0,6.2,7.0,8.3,6.26,7.96875,7.4625,6.7,4.3,7.5,6.0,0,Em fase,0,,4.0,False,0
RA-63,2023,6.0,6A,17.0,Masculino,2018,5,Pública,Pública,Topázio,8.0641,5.0,8.7,9.0,6.7,6.89,8.75,8.9675,9.3,7.3,9.5,7.0,-1,Moderada,1,,4.0,False,0
RA-64,2023,6.0,6A,17.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.452541667,5.0,6.7,9.2,7.5,6.89,7.34375,7.9625,7.0,6.0,7.2,7.0,-1,Moderada,1,,4.0,False,0
RA-48,2023,6.0,6A,16.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.797058333,10.0,7.7,8.4,6.7,6.26,7.65625,7.6275,8.3,5.7,9.0,6.0,0,Em fase,0,,4.0,False,0
RA-109,2023,6.0,6A,17.0,Masculino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.3184,5.0,8.3,9.9,8.3,7.52,8.75,8.59,7.0,8.2,9.7,7.0,-1,Moderada,1,,4.0,False,0
RA-80,2023,6.0,6L,17.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.252275,5.0,6.3,8.4,8.3,6.89,7.96875,7.465,8.2,5.7,5.0,7.0,-1,Moderada,1,,4.0,False,0
RA-91,2023,6.0,6L,17.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.42395,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,9.5,5.0,7.7,7.0,-1,Moderada,1,,4.0,False,0
RA-1217,2023,6.0,6L,17.0,Feminino,2023,0,Pública,Pública,Ágata,6.064625,5.0,5.9,7.9,,5.63,7.65625,7.38,7.0,4.0,6.7,7.0,-1,Moderada,1,,4.0,False,1
RA-92,2023,6.0,6L,17.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.375916667,5.0,6.7,9.4,9.6,5.63,7.1875,7.045,8.7,4.8,6.7,7.0,-1,Moderada,1,,4.0,False,0
RA-96,2023,6.0,6L,17.0,Masculino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.610791667,5.0,6.4,8.9,9.6,7.52,7.65625,7.84,6.8,4.8,7.7,7.0,-1,Moderada,1,,4.0,False,0
RA-1218,2023,6.0,6L,17.0,Masculino,2023,0,Pública,Pública,Ágata,6.8265,5.0,5.3,9.2,7.5,5.0,7.5,7.1325,6.7,3.5,5.7,7.0,-1,Moderada,1,,4.0,False,0
RA-1219,2023,6.0,6L,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.215141667,10.0,6.3,6.5,8.8,5.63,7.34375,7.38,7.2,5.5,6.3,6.0,0,Em fase,0,,4.0,False,0
RA-1220,2023,6.0,6L,17.0,Feminino,2023,0,Pública,Pública,Ágata,6.46725,5.0,6.8,9.0,,5.0,7.8125,7.63,8.8,5.3,6.3,7.0,-1,Moderada,1,,4.0,False,1
RA-84,2023,6.0,6L,18.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.034416667,5.0,6.0,8.8,,2.52,7.8125,7.6725,6.8,5.8,5.5,8.0,-2,Moderada,1,,4.0,False,1
RA-99,2023,6.0,6L,17.0,Masculino,2019,4,Pública,Pública,Ágata,6.68045,5.0,4.5,8.3,7.9,5.63,7.8125,7.4225,4.7,4.0,4.8,7.0,-1,Moderada,1,,4.0,False,0
RA-87,2023,6.0,6L,16.0,Masculino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.6625,10.0,9.3,10.0,7.5,5.63,8.125,8.385,9.5,8.7,9.7,6.0,0,Em fase,0,,4.0,False,0
RA-89,2023,6.0,6L,17.0,Masculino,2021,2,Pública,Pública,Ágata,6.700775,5.0,5.1,8.1,8.3,5.0,7.34375,7.465,6.3,2.3,6.7,7.0,-1,Moderada,1,,4.0,False,0
RA-1221,2023,7.0,7A,22.0,Feminino,2023,0,Concluiu o 3º EM,Outros/Concluiu EM,Topázio,8.027466667,5.0,8.7,9.1,9.2,6.26,8.0,8.09,8.2,8.0,10.0,8.0,-1,Moderada,1,,4.0,False,0
RA-27,2023,7.0,7A,17.0,Masculino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.921266667,10.0,6.9,7.7,6.7,6.89,8.625,8.8825,7.0,5.8,8.0,7.0,0,Em fase,0,,4.0,False,0
RA-1222,2023,7.0,7A,19.0,Feminino,2023,0,Nenhuma das opções acima,Outros/Concluiu EM,Ametista,7.026466667,5.0,6.8,10.0,7.1,5.63,6.875,6.005,5.0,6.5,9.0,8.0,-1,Moderada,1,,4.0,False,0
RA-32,2023,7.0,7A,17.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ágata,6.716666667,10.0,7.9,8.2,,3.77,7.375,6.8775,9.0,5.8,9.0,7.0,0,Em fase,0,,4.0,False,1
RA-19,2023,7.0,7A,19.0,Feminino,2022,1,Nenhuma das opções acima,Outros/Concluiu EM,Ametista,7.710866667,5.0,7.8,9.4,7.9,5.63,7.75,8.1725,7.7,7.0,8.8,8.0,-1,Moderada,1,,4.0,False,0
RA-62,2023,7.0,7A,17.0,Feminino,2022,1,Pública,Pública,Ametista,7.610333333,10.0,7.5,9.8,,6.89,8.25,8.215,9.3,6.8,6.3,7.0,0,Em fase,0,,4.0,False,1
RA-1223,2023,7.0,7A,17.0,Masculino,2023,0,Pública,Pública,Topázio,8.187766667,10.0,9.0,9.3,8.8,5.0,6.875,7.2925,9.5,8.3,9.3,7.0,0,Em fase,0,,4.0,False,0
RA-38,2023,7.0,7A,17.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.835333333,10.0,7.7,9.7,9.6,7.52,8.75,8.8825,8.2,8.8,6.0,7.0,0,Em fase,0,,4.0,False,0
RA-1224,2023,7.0,7A,20.0,Masculino,2023,0,Concluiu o 3º EM,Outros/Concluiu EM,Ametista,7.5524,5.0,8.0,9.4,8.3,5.0,7.125,7.6325,8.2,6.3,9.5,8.0,-1,Moderada,1,,4.0,False,0
RA-39,2023,7.0,7A,17.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.710333333,10.0,7.8,9.1,9.6,7.52,8.75,8.7575,8.3,7.8,7.2,7.0,0,Em fase,0,,4.0,False,0
RA-1225,2023,7.0,7E,18.0,Feminino,2023,0,Concluiu o 3º EM,Outros/Concluiu EM,,,5.0,,,7.5,2.52,,,,,,8.0,-1,Moderada,1,,,False,0
RA-76,2023,7.0,7E,15.0,Feminino,2017,6,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,10.0,2.52,,,,,,5.0,2,Em fase,0,,,False,0
RA-26,2023,7.0,7E,18.0,Masculino,2022,1,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,5.0,,,,7.52,,,,,,8.0,-1,Moderada,1,,,False,1
RA-1226,2023,7.0,7E,16.0,Feminino,2023,0,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,9.2,7.52,,,,,,6.0,1,Em fase,0,,,False,0
RA-93,2023,7.0,7E,16.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,7.9,3.14,,,,,,6.0,1,Em fase,0,,,False,0
RA-119,2023,7.0,7E,15.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,6.7,2.52,,,,,,5.0,2,Em fase,0,,,False,0
RA-1227,2023,7.0,7E,16.0,Feminino,2023,0,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,9.2,2.52,,,,,,6.0,1,Em fase,0,,,False,0
RA-1228,2023,7.0,7E,17.0,Feminino,2023,0,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,7.5,2.52,,,,,,7.0,0,Em fase,0,,,False,0
RA-1229,2023,7.0,7E,16.0,Feminino,2023,0,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,8.3,7.52,,,,,,6.0,1,Em fase,0,,,False,0
RA-98,2023,7.0,7E,15.0,Feminino,2017,6,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,7.9,2.52,,,,,,5.0,2,Em fase,0,,,False,0
RA-172,2023,7.0,7E,15.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,,3.77,,,,,,5.0,2,Em fase,0,,,False,1
RA-86,2023,7.0,7E,17.0,Masculino,2016,7,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,8.3,6.89,,,,,,7.0,0,Em fase,0,,,False,0
RA-1230,2023,7.0,7E,16.0,Feminino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,,,10.0,,,,2.52,,,,,,6.0,1,Em fase,0,,,False,1
RA-1231,2023,8.0,8A,22.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1232,2023,8.0,8A,21.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1233,2023,8.0,8A,22.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1234,2023,8.0,8A,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1235,2023,8.0,8A,21.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1236,2023,8.0,8A,21.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1237,2023,8.0,8A,21.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1238,2023,8.0,8A,21.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1239,2023,8.0,8B,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1240,2023,8.0,8B,20.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1241,2023,8.0,8B,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1242,2023,8.0,8B,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1243,2023,8.0,8B,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1244,2023,8.0,8B,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1245,2023,8.0,8B,20.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
